date,open,high,low,close,volume,pct_change,target,symbol,MA5,MA10,MA20,Volatility,RSI,lag_close_1,lag_pct_1
30-09-2008,0.011724558,0.01273519,0.011831631,0.012860395,0.000742882,0.020811162,1.0,ADANIPORTS,0.013048252,0.013459573,0.015597557,0.001525561,0.090248963,422.85,-0.018795684
01-10-2008,0.012736793,0.012854699,0.012862142,0.012934971,0.000607847,0.005675895,1.0,ADANIPORTS,0.012969636,0.013276036,0.015352906,0.00083044,0.107181425,431.65,0.020811162
03-10-2008,0.012742783,0.012850218,0.012751235,0.012866483,0.000587566,-0.005183138,0.0,ADANIPORTS,0.012919888,0.013205456,0.015115442,0.000751947,0.116354045,434.1,0.005675895
06-10-2008,0.012473253,0.012645558,0.01227834,0.012266839,0.000487776,-0.045617691,0.0,ADANIPORTS,0.012804422,0.013069074,0.014867587,0.000813187,0.121555419,431.85,-0.005183138
07-10-2008,0.012024036,0.013810772,0.012218265,0.012361199,0.001346854,0.007521533,1.0,ADANIPORTS,0.012757744,0.012980927,0.014609886,0.000874482,0.124236874,412.15,-0.045617691
08-10-2008,0.011724558,0.011956887,0.011478885,0.011798081,0.001166015,-0.044551475,0.0,ADANIPORTS,0.012543396,0.012839768,0.014322804,0.001144535,0.147892442,415.25,0.007521533
10-10-2008,0.011116618,0.011301081,0.009752123,0.010356804,0.00106832,-0.119344675,0.0,ADANIPORTS,0.012023185,0.012539266,0.013947348,0.002085374,0.139335844,396.75,-0.044551475
13-10-2008,0.010288562,0.011286142,0.010523851,0.011291275,0.000673404,0.087864911,1.0,ADANIPORTS,0.011705347,0.012354803,0.013635576,0.002151271,0.2821245,349.4,-0.119344675
14-10-2008,0.011724558,0.012018136,0.011660649,0.011857437,0.000693092,0.048934491,1.0,ADANIPORTS,0.01162274,0.012255407,0.013379203,0.002090684,0.37537952,380.1,0.087864911
15-10-2008,0.011185498,0.011450467,0.011229344,0.011300407,0.000275785,-0.045899172,0.0,ADANIPORTS,0.011408698,0.012124573,0.013136426,0.002138316,0.343174363,398.7,0.048934491
